"Cores","terra_zonal","terra_extract","exact_extract"
0,0.2011344,2.89366,0.2002065
1,11.2614080905914,3.97045874595642,2.04017329216003
2,6.59250593185425,2.21681356430054,1.15573406219482
3,4.68797373771667,1.59217715263367,0.879845857620239
4,3.95796513557434,1.27567338943481,0.722098350524902
5,3.5776469707489,1.0892333984375,0.661249399185181
6,3.4521267414093,0.946374177932739,0.652967691421509
7,2.87586688995361,0.908880472183228,0.636375427246094
8,2.97600603103638,0.829449653625488,0.624351263046265
9,3.03746342658997,0.935580730438232,0.737155437469482
10,3.38847064971924,0.932180881500244,0.726670265197754
11,3.37760043144226,0.966905355453491,0.794956207275391
12,3.41041970252991,1.00898504257202,0.778972148895264
13,3.21608567237854,0.986962080001831,0.852703094482422
14,3.54421710968018,1.00991940498352,0.860516786575317
15,3.60024523735046,0.937622547149658,0.897672414779663
16,3.6259400844574,1.03127312660217,0.948702812194824
