"Functions","WDPA_7495","Simplified_WDPA_4722","Fishnet_216425"
"terra_extract",47.4618585109711,22.1259000301361,133.904912471771
"terra_zonal",49.9728455543518,24.7214925289154,269.325647115707
"exact_extract",7.22349333763123,4.38945817947388,302.243098258972
