"Cores","WDPA_167","Simplified_WDPA_167","Fishnets_14338"
"te_00",82.27952,82.13113,91.8057
"te_01",90.0512,88.89103,180.9442
"te_04",23.86096,25.72749,44.02589
"te_08",15.13952,15.68118,24.61945
"te_16",14.61558,17.32264,20.04521
"ee_00",4.417215,4.666253,13.93602
"ee_01",19.04462,18.22353,199.1497
"ee_04",4.669558,5.810837,53.73208
"ee_08",3.140559,3.781073,29.57918
"ee_16",2.87464,3.343983,22.84003
