"Cores","grids_255020","grids_127600","grids_51336","grids_25839","grids_12950","grids_6600","grids_2688","grids_1350","grids_294","grids_157"
"ee_00",199.9419,99.48385,36.80686,21.4348,11.50748,5.592935,2.250958,1.347836,0.3079231,0.3029113
"ee_08",325.3857,168.6226,63.6757,31.27099,15.56651,8.33793,3.716887,2.036136,0.6812923,0.4657869
"ee_16",236.256,112.3159,44.43275,23.32852,12.22643,6.966163,2.788915,1.764128,0.7461352,0.4931669
